Tipo CLASS Valor class            Linea 1                Posicion 0   
Tipo NUMBER Valor 5                Linea 6                Posicion 163 
Tipo SEMI Valor ;                Linea 6                Posicion 164 
Tipo ID   Valor i                Linea 6                Posicion 166 
Tipo INCREMENT Valor ++               Linea 6                Posicion 167 
Tipo RPAREN Valor )                Linea 6                Posicion 169 
Tipo LBRACE Valor {                Linea 6                Posicion 171 
Tipo SYSTEM Valor System           Linea 7                Posicion 185 
Tipo PUNTO Valor .                Linea 7                Posicion 191 
Tipo OUT  Valor out              Linea 7                Posicion 192 
Tipo PUNTO Valor .                Linea 7                Posicion 195 
Tipo PRINTLN Valor println          Linea 7                Posicion 196 
Tipo LPAREN Valor (                Linea 7                Posicion 203 
Tipo ID   Valor i                Linea 7                Posicion 204 
Tipo RPAREN Valor )                Linea 7                Posicion 205 
Tipo SEMI Valor ;                Linea 7                Posicion 206 
Tipo RBRACE Valor }                Linea 8                Posicion 216 
Tipo FOR  Valor for              Linea 10               Posicion 235 
Tipo LPAREN Valor (                Linea 10               Posicion 239 
Tipo STRING Valor String           Linea 10               Posicion 240 
Tipo ID   Valor color            Linea 10               Posicion 247 
Tipo COLON Valor :                Linea 10               Posicion 253 
Tipo ID   Valor colores          Linea 10               Posicion 255 
Tipo RPAREN Valor )                Linea 10               Posicion 262 
Tipo LBRACE Valor {                Linea 10               Posicion 264 
Tipo SYSTEM Valor System           Linea 11               Posicion 278 
Tipo PUNTO Valor .                Linea 11               Posicion 284 
Tipo OUT  Valor out              Linea 11               Posicion 285 
Tipo PUNTO Valor .                Linea 11               Posicion 288 
Tipo PRINTLN Valor println          Linea 11               Posicion 289 
Tipo LPAREN Valor (                Linea 11               Posicion 296 
Tipo ID   Valor color            Linea 11               Posicion 297 
Tipo RPAREN Valor )                Linea 11               Posicion 302 
Tipo SEMI Valor ;                Linea 11               Posicion 303 
Tipo RBRACE Valor }                Linea 12               Posicion 313 
Tipo FOR  Valor for              Linea 14               Posicion 332 
Tipo LPAREN Valor (                Linea 14               Posicion 336 
Tipo INT  Valor int              Linea 14               Posicion 337 
Tipo ID   Valor i                Linea 14               Posicion 341 
Tipo EQUALS Valor =                Linea 14               Posicion 343 
Tipo NUMBER Valor 0                Linea 14               Posicion 345 
Tipo SEMI Valor ;                Linea 14               Posicion 346 
Tipo ID   Valor i                Linea 14               Posicion 348 
Tipo LT   Valor <                Linea 14               Posicion 350 
Tipo ID   Valor numeros          Linea 14               Posicion 352 
Tipo PUNTO Valor .                Linea 14               Posicion 359 
Tipo ID   Valor length           Linea 14               Posicion 360 
Tipo SEMI Valor ;                Linea 14               Posicion 366 
Tipo ID   Valor i                Linea 14               Posicion 368 
Tipo INCREMENT Valor ++               Linea 14               Posicion 369 
Tipo RPAREN Valor )                Linea 14               Posicion 371 
Tipo LBRACE Valor {                Linea 14               Posicion 373 
Tipo SYSTEM Valor System           Linea 15               Posicion 387 
Tipo PUNTO Valor .                Linea 15               Posicion 393 
Tipo OUT  Valor out              Linea 15               Posicion 394 
Tipo PUNTO Valor .                Linea 15               Posicion 397 
Tipo PRINTLN Valor println          Linea 15               Posicion 398 
Tipo LPAREN Valor (                Linea 15               Posicion 405 
Tipo ID   Valor numeros          Linea 15               Posicion 406 
Tipo LBRACKET Valor [                Linea 15               Posicion 413 
Tipo ID   Valor i                Linea 15               Posicion 414 
Tipo RBRACKET Valor ]                Linea 15               Posicion 415 
Tipo RPAREN Valor )                Linea 15               Posicion 416 
Tipo SEMI Valor ;                Linea 15               Posicion 417 
Tipo RBRACE Valor }                Linea 16               Posicion 427 
Tipo INT  Valor int              Linea 18               Posicion 446 
Tipo ID   Valor puntaje          Linea 18               Posicion 450 
Tipo EQUALS Valor =                Linea 18               Posicion 458 
Tipo NUMBER Valor 85               Linea 18               Posicion 460 
Tipo SEMI Valor ;                Linea 18               Posicion 462 
Tipo BOOLEAN Valor boolean          Linea 20               Posicion 481 
Tipo ID   Valor isTrue           Linea 20               Posicion 489 
Tipo EQUALS Valor =                Linea 20               Posicion 496 
Tipo TRUE Valor true             Linea 20               Posicion 498 
Tipo SEMI Valor ;                Linea 20               Posicion 502 
Tipo STRING Valor String           Linea 22               Posicion 521 
Tipo ID   Valor palabra          Linea 22               Posicion 528 
Tipo EQUALS Valor =                Linea 22               Posicion 536 
Tipo STRING_LITERAL Valor "Hola mundo"     Linea 22               Posicion 538 
Tipo SEMI Valor ;                Linea 22               Posicion 550 
Tipo DOUBLE Valor double           Linea 24               Posicion 569 
Tipo ID   Valor precio           Linea 24               Posicion 576 
Tipo EQUALS Valor =                Linea 24               Posicion 583 
Tipo NUMBER Valor 3.99             Linea 24               Posicion 585 
Tipo SEMI Valor ;                Linea 24               Posicion 589 
Tipo STRING Valor String           Linea 26               Posicion 608 
Tipo LBRACKET Valor [                Linea 26               Posicion 614 
Tipo RBRACKET Valor ]                Linea 26               Posicion 615 
Tipo ID   Valor colores          Linea 26               Posicion 617 
Tipo EQUALS Valor =                Linea 26               Posicion 625 
Tipo LBRACE Valor {                Linea 26               Posicion 627 
Tipo STRING_LITERAL Valor "azul"           Linea 26               Posicion 628 
Tipo COMMA Valor ,                Linea 26               Posicion 634 
Tipo STRING_LITERAL Valor "morado"         Linea 26               Posicion 636 
Tipo COMMA Valor ,                Linea 26               Posicion 644 
Tipo STRING_LITERAL Valor "rosa"           Linea 26               Posicion 646 
Tipo COMMA Valor ,                Linea 26               Posicion 652 
Tipo STRING_LITERAL Valor "amarillo"       Linea 26               Posicion 654 
Tipo RBRACE Valor }                Linea 26               Posicion 664 
Tipo SEMI Valor ;                Linea 26               Posicion 665 
Tipo INT  Valor int              Linea 28               Posicion 684 
Tipo LBRACKET Valor [                Linea 28               Posicion 687 
Tipo RBRACKET Valor ]                Linea 28               Posicion 688 
Tipo ID   Valor numeros          Linea 28               Posicion 690 
Tipo EQUALS Valor =                Linea 28               Posicion 698 
Tipo LBRACE Valor {                Linea 28               Posicion 700 
Tipo NUMBER Valor 1                Linea 28               Posicion 701 
Tipo COMMA Valor ,                Linea 28               Posicion 702 
Tipo NUMBER Valor 2                Linea 28               Posicion 704 
Tipo COMMA Valor ,                Linea 28               Posicion 705 
Tipo NUMBER Valor 3                Linea 28               Posicion 707 
Tipo COMMA Valor ,                Linea 28               Posicion 708 
Tipo NUMBER Valor 4                Linea 28               Posicion 710 
Tipo COMMA Valor ,                Linea 28               Posicion 711 
Tipo NUMBER Valor 5                Linea 28               Posicion 713 
Tipo RBRACE Valor }                Linea 28               Posicion 714 
Tipo SEMI Valor ;                Linea 28               Posicion 715 
Tipo INT  Valor int              Linea 30               Posicion 734 
Tipo LBRACKET Valor [                Linea 30               Posicion 737 
Tipo RBRACKET Valor ]                Linea 30               Posicion 738 
Tipo ID   Valor objetos_cocina   Linea 30               Posicion 740 
Tipo EQUALS Valor =                Linea 30               Posicion 755 
Tipo LBRACE Valor {                Linea 30               Posicion 757 
Tipo ID   Valor mesa             Linea 30               Posicion 758 
Tipo COMMA Valor ,                Linea 30               Posicion 762 
Tipo ID   Valor silla            Linea 30               Posicion 764 
Tipo COMMA Valor ,                Linea 30               Posicion 769 
Tipo ID   Valor estufa           Linea 30               Posicion 771 
Tipo COMMA Valor ,                Linea 30               Posicion 777 
Tipo ID   Valor cuchillo         Linea 30               Posicion 779 
Tipo RBRACE Valor }                Linea 30               Posicion 787 
Tipo SEMI Valor ;                Linea 30               Posicion 788 
Tipo IF   Valor if               Linea 32               Posicion 807 
Tipo LPAREN Valor (                Linea 32               Posicion 810 
Tipo ID   Valor palabra          Linea 32               Posicion 811 
Tipo EQ   Valor ==               Linea 32               Posicion 819 
Tipo STRING_LITERAL Valor "Hola"           Linea 32               Posicion 822 
Tipo RPAREN Valor )                Linea 32               Posicion 828 
Tipo LBRACE Valor {                Linea 32               Posicion 830 
Tipo SYSTEM Valor System           Linea 33               Posicion 844 
Tipo PUNTO Valor .                Linea 33               Posicion 850 
Tipo OUT  Valor out              Linea 33               Posicion 851 
Tipo PUNTO Valor .                Linea 33               Posicion 854 
Tipo PRINTLN Valor println          Linea 33               Posicion 855 
Tipo LPAREN Valor (                Linea 33               Posicion 862 
Tipo STRING_LITERAL Valor "Excelente puntaje." Linea 33               Posicion 863 
Tipo RPAREN Valor )                Linea 33               Posicion 883 
Tipo SEMI Valor ;                Linea 33               Posicion 884 
Tipo STRING Valor String           Linea 34               Posicion 898 
Tipo ID   Valor palabra          Linea 34               Posicion 905 
Tipo EQUALS Valor =                Linea 34               Posicion 913 
Tipo STRING_LITERAL Valor "Hola mundo"     Linea 34               Posicion 915 
Tipo SEMI Valor ;                Linea 34               Posicion 927 
Tipo RBRACE Valor }                Linea 35               Posicion 937 
Tipo ELSE Valor else             Linea 35               Posicion 939 
Tipo IF   Valor if               Linea 35               Posicion 944 
Tipo LPAREN Valor (                Linea 35               Posicion 947 
Tipo ID   Valor puntaje          Linea 35               Posicion 948 
Tipo GE   Valor >=               Linea 35               Posicion 956 
Tipo NUMBER Valor 70               Linea 35               Posicion 959 
Tipo RPAREN Valor )                Linea 35               Posicion 961 
Tipo LBRACE Valor {                Linea 35               Posicion 963 
Tipo SYSTEM Valor System           Linea 36               Posicion 977 
Tipo PUNTO Valor .                Linea 36               Posicion 983 
Tipo OUT  Valor out              Linea 36               Posicion 984 
Tipo PUNTO Valor .                Linea 36               Posicion 987 
Tipo PRINTLN Valor println          Linea 36               Posicion 988 
Tipo LPAREN Valor (                Linea 36               Posicion 995 
Tipo STRING_LITERAL Valor "Buen puntaje."  Linea 36               Posicion 996 
Tipo RPAREN Valor )                Linea 36               Posicion 1011
Tipo SEMI Valor ;                Linea 36               Posicion 1012
Tipo RBRACE Valor }                Linea 37               Posicion 1022
Tipo ELSE Valor else             Linea 37               Posicion 1024
Tipo LBRACE Valor {                Linea 37               Posicion 1029
Tipo SYSTEM Valor System           Linea 38               Posicion 1043
Tipo PUNTO Valor .                Linea 38               Posicion 1049
Tipo OUT  Valor out              Linea 38               Posicion 1050
Tipo PUNTO Valor .                Linea 38               Posicion 1053
Tipo PRINTLN Valor println          Linea 38               Posicion 1054
Tipo LPAREN Valor (                Linea 38               Posicion 1061
Tipo STRING_LITERAL Valor "Puntaje regular." Linea 38               Posicion 1062
Tipo RPAREN Valor )                Linea 38               Posicion 1080
Tipo SEMI Valor ;                Linea 38               Posicion 1081
Tipo RBRACE Valor }                Linea 39               Posicion 1091
Tipo RBRACE Valor }                Linea 40               Posicion 1097
Tipo RBRACE Valor }                Linea 41               Posicion 1099
