Tipo CLASS Valor class            Linea 1                Posicion 0   
Tipo SEMI Valor ;                Linea 5                Posicion 151 
Tipo RBRACE Valor }                Linea 6                Posicion 161 
Tipo FOR  Valor for              Linea 8                Posicion 180 
Tipo LPAREN Valor (                Linea 8                Posicion 184 
Tipo STRING Valor String           Linea 8                Posicion 185 
Tipo ID   Valor color            Linea 8                Posicion 192 
Tipo COLON Valor :                Linea 8                Posicion 198 
Tipo ID   Valor colores          Linea 8                Posicion 200 
Tipo RPAREN Valor )                Linea 8                Posicion 207 
Tipo LBRACE Valor {                Linea 8                Posicion 209 
Tipo SYSTEM Valor System           Linea 9                Posicion 223 
Tipo PUNTO Valor .                Linea 9                Posicion 229 
Tipo OUT  Valor out              Linea 9                Posicion 230 
Tipo PUNTO Valor .                Linea 9                Posicion 233 
Tipo PRINTLN Valor println          Linea 9                Posicion 234 
Tipo LPAREN Valor (                Linea 9                Posicion 241 
Tipo ID   Valor color            Linea 9                Posicion 242 
Tipo RPAREN Valor )                Linea 9                Posicion 247 
Tipo SEMI Valor ;                Linea 9                Posicion 248 
Tipo RBRACE Valor }                Linea 10               Posicion 258 
Tipo FOR  Valor for              Linea 12               Posicion 277 
Tipo LPAREN Valor (                Linea 12               Posicion 281 
Tipo INT  Valor int              Linea 12               Posicion 282 
Tipo ID   Valor i                Linea 12               Posicion 286 
Tipo EQUALS Valor =                Linea 12               Posicion 288 
Tipo NUMBER Valor 0                Linea 12               Posicion 290 
Tipo SEMI Valor ;                Linea 12               Posicion 291 
Tipo ID   Valor i                Linea 12               Posicion 293 
Tipo LT   Valor <                Linea 12               Posicion 295 
Tipo ID   Valor numeros          Linea 12               Posicion 297 
Tipo PUNTO Valor .                Linea 12               Posicion 304 
Tipo ID   Valor length           Linea 12               Posicion 305 
Tipo SEMI Valor ;                Linea 12               Posicion 311 
Tipo ID   Valor i                Linea 12               Posicion 313 
Tipo INCREMENT Valor ++               Linea 12               Posicion 314 
Tipo RPAREN Valor )                Linea 12               Posicion 316 
Tipo LBRACE Valor {                Linea 12               Posicion 318 
Tipo SYSTEM Valor System           Linea 13               Posicion 332 
Tipo PUNTO Valor .                Linea 13               Posicion 338 
Tipo OUT  Valor out              Linea 13               Posicion 339 
Tipo PUNTO Valor .                Linea 13               Posicion 342 
Tipo PRINTLN Valor println          Linea 13               Posicion 343 
Tipo LPAREN Valor (                Linea 13               Posicion 350 
Tipo ID   Valor numeros          Linea 13               Posicion 351 
Tipo LBRACKET Valor [                Linea 13               Posicion 358 
Tipo ID   Valor i                Linea 13               Posicion 359 
Tipo RBRACKET Valor ]                Linea 13               Posicion 360 
Tipo RPAREN Valor )                Linea 13               Posicion 361 
Tipo SEMI Valor ;                Linea 13               Posicion 362 
Tipo RBRACE Valor }                Linea 14               Posicion 372 
Tipo INT  Valor int              Linea 16               Posicion 391 
Tipo ID   Valor puntaje          Linea 16               Posicion 395 
Tipo EQUALS Valor =                Linea 16               Posicion 403 
Tipo NUMBER Valor 85               Linea 16               Posicion 405 
Tipo SEMI Valor ;                Linea 16               Posicion 407 
Tipo BOOLEAN Valor boolean          Linea 18               Posicion 426 
Tipo ID   Valor isTrue           Linea 18               Posicion 434 
Tipo EQUALS Valor =                Linea 18               Posicion 441 
Tipo ID   Valor True             Linea 18               Posicion 443 
Tipo SEMI Valor ;                Linea 18               Posicion 447 
Tipo STRING Valor String           Linea 20               Posicion 466 
Tipo ID   Valor palabra          Linea 20               Posicion 473 
Tipo EQUALS Valor =                Linea 20               Posicion 481 
Tipo STRING_LITERAL Valor "Hola mundo"     Linea 20               Posicion 483 
Tipo SEMI Valor ;                Linea 20               Posicion 495 
Tipo DOUBLE Valor double           Linea 22               Posicion 514 
Tipo ID   Valor precio           Linea 22               Posicion 521 
Tipo EQUALS Valor =                Linea 22               Posicion 528 
Tipo NUMBER Valor 3.99             Linea 22               Posicion 530 
Tipo SEMI Valor ;                Linea 22               Posicion 534 
Tipo STRING Valor String           Linea 24               Posicion 553 
Tipo LBRACKET Valor [                Linea 24               Posicion 559 
Tipo RBRACKET Valor ]                Linea 24               Posicion 560 
Tipo ID   Valor colores          Linea 24               Posicion 562 
Tipo EQUALS Valor =                Linea 24               Posicion 570 
Tipo LBRACE Valor {                Linea 24               Posicion 572 
Tipo STRING_LITERAL Valor "azul"           Linea 24               Posicion 573 
Tipo COMMA Valor ,                Linea 24               Posicion 579 
Tipo STRING_LITERAL Valor "morado"         Linea 24               Posicion 581 
Tipo COMMA Valor ,                Linea 24               Posicion 589 
Tipo STRING_LITERAL Valor "rosa"           Linea 24               Posicion 591 
Tipo COMMA Valor ,                Linea 24               Posicion 597 
Tipo STRING_LITERAL Valor "amarillo"       Linea 24               Posicion 599 
Tipo RBRACE Valor }                Linea 24               Posicion 609 
Tipo SEMI Valor ;                Linea 24               Posicion 610 
Tipo INT  Valor int              Linea 26               Posicion 629 
Tipo LBRACKET Valor [                Linea 26               Posicion 632 
Tipo RBRACKET Valor ]                Linea 26               Posicion 633 
Tipo ID   Valor numeros          Linea 26               Posicion 635 
Tipo EQUALS Valor =                Linea 26               Posicion 643 
Tipo LBRACE Valor {                Linea 26               Posicion 645 
Tipo NUMBER Valor 1                Linea 26               Posicion 646 
Tipo COMMA Valor ,                Linea 26               Posicion 647 
Tipo NUMBER Valor 2                Linea 26               Posicion 649 
Tipo COMMA Valor ,                Linea 26               Posicion 650 
Tipo NUMBER Valor 3                Linea 26               Posicion 652 
Tipo COMMA Valor ,                Linea 26               Posicion 653 
Tipo NUMBER Valor 4                Linea 26               Posicion 655 
Tipo COMMA Valor ,                Linea 26               Posicion 656 
Tipo NUMBER Valor 5                Linea 26               Posicion 658 
Tipo RBRACE Valor }                Linea 26               Posicion 659 
Tipo SEMI Valor ;                Linea 26               Posicion 660 
Tipo INT  Valor int              Linea 28               Posicion 679 
Tipo LBRACKET Valor [                Linea 28               Posicion 682 
Tipo RBRACKET Valor ]                Linea 28               Posicion 683 
Tipo ID   Valor objetos_cocina   Linea 28               Posicion 685 
Tipo EQUALS Valor =                Linea 28               Posicion 700 
Tipo LBRACE Valor {                Linea 28               Posicion 702 
Tipo ID   Valor mesa             Linea 28               Posicion 703 
Tipo COMMA Valor ,                Linea 28               Posicion 707 
Tipo ID   Valor silla            Linea 28               Posicion 709 
Tipo COMMA Valor ,                Linea 28               Posicion 714 
Tipo ID   Valor estufa           Linea 28               Posicion 716 
Tipo COMMA Valor ,                Linea 28               Posicion 722 
Tipo ID   Valor cuchillo         Linea 28               Posicion 724 
Tipo RBRACE Valor }                Linea 28               Posicion 732 
Tipo SEMI Valor ;                Linea 28               Posicion 733 
Tipo IF   Valor if               Linea 30               Posicion 752 
Tipo LPAREN Valor (                Linea 30               Posicion 755 
Tipo ID   Valor palabra          Linea 30               Posicion 756 
Tipo EQ   Valor ==               Linea 30               Posicion 764 
Tipo STRING_LITERAL Valor "Hola"           Linea 30               Posicion 767 
Tipo RPAREN Valor )                Linea 30               Posicion 773 
Tipo LBRACE Valor {                Linea 30               Posicion 775 
Tipo SYSTEM Valor System           Linea 31               Posicion 789 
Tipo PUNTO Valor .                Linea 31               Posicion 795 
Tipo OUT  Valor out              Linea 31               Posicion 796 
Tipo PUNTO Valor .                Linea 31               Posicion 799 
Tipo PRINTLN Valor println          Linea 31               Posicion 800 
Tipo LPAREN Valor (                Linea 31               Posicion 807 
Tipo STRING_LITERAL Valor "Excelente puntaje." Linea 31               Posicion 808 
Tipo RPAREN Valor )                Linea 31               Posicion 828 
Tipo SEMI Valor ;                Linea 31               Posicion 829 
Tipo STRING Valor String           Linea 32               Posicion 843 
Tipo ID   Valor palabra          Linea 32               Posicion 850 
Tipo EQUALS Valor =                Linea 32               Posicion 858 
Tipo STRING_LITERAL Valor "Hola mundo"     Linea 32               Posicion 860 
Tipo SEMI Valor ;                Linea 32               Posicion 872 
Tipo RBRACE Valor }                Linea 33               Posicion 882 
Tipo ELSE Valor else             Linea 33               Posicion 884 
Tipo IF   Valor if               Linea 33               Posicion 889 
Tipo LPAREN Valor (                Linea 33               Posicion 892 
Tipo ID   Valor puntaje          Linea 33               Posicion 893 
Tipo GE   Valor >=               Linea 33               Posicion 901 
Tipo NUMBER Valor 70               Linea 33               Posicion 904 
Tipo RPAREN Valor )                Linea 33               Posicion 906 
Tipo LBRACE Valor {                Linea 33               Posicion 908 
Tipo SYSTEM Valor System           Linea 34               Posicion 922 
Tipo PUNTO Valor .                Linea 34               Posicion 928 
Tipo OUT  Valor out              Linea 34               Posicion 929 
Tipo PUNTO Valor .                Linea 34               Posicion 932 
Tipo PRINTLN Valor println          Linea 34               Posicion 933 
Tipo LPAREN Valor (                Linea 34               Posicion 940 
Tipo STRING_LITERAL Valor "Buen puntaje."  Linea 34               Posicion 941 
Tipo RPAREN Valor )                Linea 34               Posicion 956 
Tipo SEMI Valor ;                Linea 34               Posicion 957 
Tipo RBRACE Valor }                Linea 35               Posicion 967 
Tipo ELSE Valor else             Linea 35               Posicion 969 
Tipo LBRACE Valor {                Linea 35               Posicion 974 
Tipo SYSTEM Valor System           Linea 36               Posicion 988 
Tipo PUNTO Valor .                Linea 36               Posicion 994 
Tipo OUT  Valor out              Linea 36               Posicion 995 
Tipo PUNTO Valor .                Linea 36               Posicion 998 
Tipo PRINTLN Valor println          Linea 36               Posicion 999 
Tipo LPAREN Valor (                Linea 36               Posicion 1006
Tipo STRING_LITERAL Valor "Puntaje regular." Linea 36               Posicion 1007
Tipo RPAREN Valor )                Linea 36               Posicion 1025
Tipo SEMI Valor ;                Linea 36               Posicion 1026
Tipo RBRACE Valor }                Linea 37               Posicion 1036
Tipo RBRACE Valor }                Linea 38               Posicion 1042
Tipo RBRACE Valor }                Linea 39               Posicion 1044
